"level","week","lesson_origin","question","response_type","answer","visual","read_aloud"
"6","6","3","Use both equations. What is the value of x?","typed_response","11","expression_flow","Use both equations. What is the value of x? Type the missing value in the question mark."
"6","7","1","Follow the gate algorithm and record the final output.","typed_response","13","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","1","Follow the gate algorithm and record the final output.","typed_response","15","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","1","Follow the gate algorithm and record the final output.","typed_response","17","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","1","Follow the gate algorithm and record the final output.","typed_response","19","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","1","Follow the gate algorithm and record the final output.","typed_response","21","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","2","Follow the gate algorithm and record the final output.","typed_response","25","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","2","Follow the gate algorithm and record the final output.","typed_response","27","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","2","Follow the gate algorithm and record the final output.","typed_response","13","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","2","Follow the gate algorithm and record the final output.","typed_response","15","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","2","Follow the gate algorithm and record the final output.","typed_response","17","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","3","Follow the gate algorithm and record the final output.","typed_response","21","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","3","Follow the gate algorithm and record the final output.","typed_response","23","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","3","Follow the gate algorithm and record the final output.","typed_response","25","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","3","Follow the gate algorithm and record the final output.","typed_response","27","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","3","Follow the gate algorithm and record the final output.","typed_response","29","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
